epoch,train_loss,train_auroc,train_auprc,train_accuracy,train_f1,val_loss,val_auroc,val_auprc,val_accuracy,val_f1
1,1.1404185574019374,0.6148683697174981,0.24887002351882895,0.5827826397570994,0.295961422543701,1.0904533958435059,0.7865104695584894,0.399353309807986,0.83375,0.31088082901554404
2,0.9892758535559549,0.7628605657919886,0.38419492281616996,0.7099482050366137,0.42492917847025496,0.9165017461776733,0.8285095991102084,0.48756098162636535,0.6675,0.4435146443514644
3,0.9124069810658826,0.8063609726877387,0.4600176164148546,0.7424540096445794,0.4635416666666667,0.8608727550506592,0.8444315489143576,0.5043229244027271,0.7475,0.5
