epoch,train_loss,train_auroc,train_auprc,train_accuracy,train_f1,val_loss,val_auroc,val_auprc,val_accuracy,val_f1
1,0.8073603300882539,0.6077934967659279,0.5123239915460727,0.5849381556286206,0.5186126747775558,0.7572488491995293,0.7087812005844794,0.6107047186134373,0.6622807017543859,0.6
