timestamp_utc,dataset,rows,train_rows,val_rows,test_rows,epochs,batch_size,learning_rate,seed,val_auroc,val_auprc,test_auroc,test_auprc,test_accuracy,test_f1,model_weights,run_metrics,run_id,latest_model_weights
2026-02-23T16:30:58.115356+00:00,backend/data/synthetic_dti.csv,1200,839,120,241,10,64,0.001,42,0.5942460317460317,0.723979403491311,0.5540762656147271,0.721381234115587,0.6804979253112033,0.7913279132791328,Deliverables/models/baseline_cnn_weights.pt,Deliverables/baseline_cnn_run/metrics.json,,
2026-02-23T16:34:48.442105+00:00,backend/data/synthetic_dti.csv,1200,839,120,241,10,64,0.001,42,0.5942460317460317,0.723979403491311,0.5540762656147271,0.721381234115587,0.6804979253112033,0.7913279132791328,Deliverables/models/baseline_cnn_weights.pt,Deliverables/baseline_cnn_run/metrics.json,,
2026-02-23T17:01:05.637651+00:00,backend/data/synthetic_dti.csv,600,419,60,121,2,64,0.001,42,0.5859788359788359,0.7748909505811734,0.4911764705882353,0.682305693450844,0.7024793388429752,0.8252427184466019,Deliverables/baseline_cnn_run/20260223T170051Z/baseline_cnn_weights.pt,Deliverables/baseline_cnn_run/20260223T170051Z/metrics.json,20260223T170051Z,Deliverables/models/baseline_cnn_weights.pt
2026-02-23T17:02:59.908712+00:00,backend/data/davis_binary_dti.csv,9125,6387,912,1826,1,64,0.001,42,0.7087812005844794,0.6107047186134373,0.6937293519377989,0.6104102227714441,0.6440306681270537,0.5942571785268415,Deliverables/baseline_cnn_run/davis_quick_20260223/baseline_cnn_weights.pt,Deliverables/baseline_cnn_run/davis_quick_20260223/metrics.json,davis_quick_20260223,Deliverables/models/baseline_cnn_weights.pt
2026-02-23T17:03:12.235192+00:00,backend/data/davis_binary_dti.csv,9125,6387,912,1826,5,128,0.001,42,0.7353079525210674,0.6528660802670561,0.7227289626812787,0.6536128231390076,0.6768893756845564,0.6108179419525066,Deliverables/baseline_cnn_run/20260223T165833Z/baseline_cnn_weights.pt,Deliverables/baseline_cnn_run/20260223T165833Z/metrics.json,20260223T165833Z,Deliverables/models/baseline_cnn_weights.pt
