timestamp_utc,run_id,dataset,rows,train_rows,val_rows,test_rows,epochs,batch_size,learning_rate,seed,val_auroc,val_auprc,test_auroc,test_auprc,test_accuracy,test_f1,model_weights,latest_model_weights,run_metrics
2026-02-26T13:07:46.057484+00:00,davis_20260226T130538Z,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/processed/davis_binary.csv,8000,5599,800,1601,3,128,0.001,42,0.824858757062147,0.2257411684232732,0.7992004737933076,0.2328440155690178,0.835103060587133,0.2280701754385964,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/davis_20260226T130538Z/baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/models/davis_baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/davis_20260226T130538Z/metrics.json
2026-02-26T13:10:21.197964+00:00,kiba_20260226T130746Z,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/processed/kiba_binary.csv,8000,5599,800,1601,3,128,0.001,42,0.7504144062688367,0.5106704498680523,0.7588880243333097,0.4736922707436077,0.79262960649594,0.4372881355932203,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/kiba_20260226T130746Z/baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/models/kiba_baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/kiba_20260226T130746Z/metrics.json
2026-02-26T13:13:28.362455+00:00,bindingdb_kd_20260226T131021Z,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/processed/bindingdb_kd_binary.csv,8000,5599,800,1601,3,128,0.001,42,0.8444315489143576,0.5043229244027271,0.8359340196255491,0.4974183432228976,0.7339163023110555,0.4817518248175182,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/bindingdb_kd_20260226T131021Z/baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/models/bindingdb_kd_baseline_cnn_weights.pt,/Users/sneha/Downloads/Final Year/Week4/Deliverables/week4/runs/bindingdb_kd_20260226T131021Z/metrics.json
2026-02-26T13:15:05.698118+00:00,bindingdb_kd_fastsample_20260226T000000Z,Deliverables/week4/processed/bindingdb_kd_binary_fast.csv,4000,2799,400,801,2,128,0.001,42,0.7960249528507181,0.4453161779900441,0.7655646689210256,0.3940320852975272,0.8277153558052435,0.3365384615384615,Deliverables/week4/runs/bindingdb_kd_fastsample_20260226T000000Z/baseline_cnn_weights.pt,Deliverables/week4/models/bindingdb_kd_baseline_cnn_weights.pt,Deliverables/week4/runs/bindingdb_kd_fastsample_20260226T000000Z/metrics.json
2026-02-26T13:15:25.189758+00:00,bindingdb_kd_fast_20260226T000000Z,Deliverables/week4/processed/bindingdb_kd_binary.csv,8000,5599,800,1601,2,128,0.001,42,0.8285095991102084,0.48756098162636535,0.8233218951297333,0.47167941464190904,0.6608369768894441,0.43496357960457854,Deliverables/week4/runs/bindingdb_kd_fast_20260226T000000Z/baseline_cnn_weights.pt,Deliverables/week4/models/bindingdb_kd_baseline_cnn_weights.pt,Deliverables/week4/runs/bindingdb_kd_fast_20260226T000000Z/metrics.json
