epoch,train_loss,train_auroc,train_auprc,train_accuracy,train_f1,val_loss,val_auroc,val_auprc,val_accuracy,val_f1
1,1.1117462231274438,0.5284842010028971,0.22845657618389517,0.5250937667440614,0.3159248777977875,1.092959156036377,0.6995460367691381,0.4589623090676211,0.21,0.34710743801652894
2,1.0616591510484847,0.6181992126969461,0.3151819666912448,0.5629576710126808,0.3784607569215138,1.0085181617736816,0.7218674653405666,0.48262052372291053,0.695,0.45535714285714285
3,1.0027288584905898,0.6947078412689247,0.386453467434251,0.6402929094481158,0.4278409090909091,0.9825744676589966,0.7504144062688367,0.5106704498680523,0.79125,0.4414715719063545
